Year,DOY,Mon,Day,RAIN,Tmax,Tmin,RH,WIND,SRAD,SRAD00,SRAD03,SRAD06,SRAD09,SRAD12,SRAD15,SRAD18,SRAD20
2018,32,2,1,0.00,26.14,11.84,63.71,1.26,16.54,0.0000,0.0000,0.1054,3.6873,7.4798,4.9514,0.3161,0.0000
2018,33,2,2,0.00,26.63,13.82,59.59,0.87,16.52,0.0000,0.0000,0.1053,3.6828,7.4708,4.9455,0.3157,0.0000
2018,34,2,3,0.00,27.38,14.30,60.57,0.87,16.77,0.0000,0.0000,0.1069,3.7385,7.5838,5.0203,0.3205,0.0000
2018,35,2,4,0.00,29.53,13.49,66.09,1.44,16.68,0.0000,0.0000,0.1063,3.7185,7.5431,4.9933,0.3188,0.0000
2018,36,2,5,0.00,29.01,15.83,67.53,0.78,15.66,0.0000,0.0000,0.0998,3.4911,7.0818,4.6880,0.2993,0.0000
2018,37,2,6,0.00,28.42,14.70,66.14,1.41,15.87,0.0000,0.0000,0.1011,3.5379,7.1768,4.7509,0.3033,0.0000
2018,38,2,7,0.00,29.86,14.85,62.22,1.29,16.87,0.0000,0.0000,0.1075,3.7608,7.6290,5.0502,0.3224,0.0000
2018,39,2,8,0.00,29.31,16.84,54.17,1.27,7.94,0.0000,0.0000,0.0506,1.7701,3.5907,2.3769,0.1517,0.0000
2018,40,2,9,0.02,29.98,14.91,57.19,1.20,15.64,0.0000,0.0000,0.0997,3.4866,7.0728,4.6820,0.2989,0.0000
2018,41,2,10,0.28,28.27,16.81,65.55,1.42,15.32,0.0000,0.0000,0.0976,3.4153,6.9281,4.5862,0.2928,0.0000
2018,42,2,11,0.14,26.40,15.27,48.22,1.25,15.08,0.0000,0.0000,0.0961,3.3618,6.8196,4.5144,0.2882,0.0000
2018,43,2,12,0.00,29.27,12.35,45.81,1.68,17.66,0.0000,0.0000,0.1125,3.9369,7.9863,5.2867,0.3375,0.0000
2018,44,2,13,0.00,29.73,12.32,53.09,1.63,17.05,0.0000,0.0000,0.1087,3.8009,7.7104,5.1041,0.3258,0.0000
2018,45,2,14,0.00,29.47,15.50,62.96,1.79,17.69,0.0000,0.0000,0.1127,3.9436,7.9999,5.2957,0.3381,0.0000
2018,46,2,15,0.00,29.21,13.87,52.84,1.63,18.63,0.0000,0.0000,0.1187,4.1532,8.4250,5.5771,0.3560,0.0000
2018,47,2,16,0.00,29.11,12.81,47.30,1.76,19.04,0.0000,0.0000,0.1213,4.2446,8.6104,5.6998,0.3639,0.0000
2018,48,2,17,0.00,29.66,12.60,52.38,1.44,18.69,0.0000,0.0000,0.1191,4.1666,8.4521,5.5951,0.3572,0.0000
2018,49,2,18,0.00,30.36,14.16,53.68,1.41,18.78,0.0000,0.0000,0.1197,4.1866,8.4928,5.6220,0.3589,0.0000
2018,50,2,19,0.00,30.62,15.74,53.72,1.16,18.35,0.0000,0.0000,0.1169,4.0908,8.2983,5.4933,0.3507,0.0000
2018,51,2,20,0.00,31.43,17.08,61.64,1.16,17.69,0.0000,0.0000,0.1127,3.9436,7.9999,5.2957,0.3381,0.0000
2018,52,2,21,0.00,31.95,17.49,54.20,0.93,18.12,0.0000,0.0000,0.1155,4.0395,8.1943,5.4244,0.3463,0.0000
2018,53,2,22,0.00,31.46,16.74,52.69,1.26,18.83,0.0000,0.0000,0.1200,4.1978,8.5154,5.6370,0.3599,0.0000
2018,54,2,23,0.00,33.53,16.67,50.07,1.40,18.89,0.0000,0.0000,0.1204,4.2111,8.5425,5.6549,0.3610,0.0000
2018,55,2,24,0.00,34.98,18.11,54.88,1.29,19.04,0.0000,0.0000,0.1213,4.2446,8.6104,5.6998,0.3639,0.0000
2018,56,2,25,0.00,35.42,17.78,50.54,1.55,19.09,0.0000,0.0000,0.1217,4.2557,8.6330,5.7148,0.3648,0.0000
2018,57,2,26,2.70,34.66,19.39,54.17,1.29,14.48,0.0000,0.0000,0.0923,3.2280,6.5482,4.3348,0.2767,0.0000
2018,58,2,27,0.21,33.71,19.05,52.18,1.20,19.40,0.0000,0.0000,0.1236,4.3248,8.7732,5.8076,0.3708,0.0000
2018,59,2,28,0.16,33.40,18.76,51.73,1.02,18.90,0.0000,0.0000,0.1204,4.2134,8.5471,5.6579,0.3612,0.0000
2018,60,3,1,0.00,34.10,19.29,46.46,1.36,19.06,0.0000,0.0000,0.2118,4.5533,8.2593,5.6121,0.4236,0.0000
2018,61,3,2,0.00,34.90,18.30,47.26,1.51,19.13,0.0000,0.0000,0.2126,4.5700,8.2896,5.6327,0.4251,0.0000
2018,62,3,3,0.00,36.47,19.56,50.25,2.05,19.46,0.0000,0.0000,0.2162,4.6488,8.4326,5.7299,0.4324,0.0000
2018,63,3,4,0.00,37.17,19.75,50.89,1.38,19.38,0.0000,0.0000,0.2153,4.6297,8.3980,5.7064,0.4307,0.0000
2018,64,3,5,0.02,37.67,20.24,47.32,1.21,19.43,0.0000,0.0000,0.2159,4.6416,8.4196,5.7211,0.4318,0.0000
2018,65,3,6,0.15,36.70,19.40,38.08,1.82,19.46,0.0000,0.0000,0.2162,4.6488,8.4326,5.7299,0.4324,0.0000
2018,66,3,7,0.07,35.98,20.34,33.03,1.59,20.40,0.0000,0.0000,0.2267,4.8734,8.8399,6.0067,0.4533,0.0000
2018,67,3,8,0.00,35.03,17.26,27.61,1.64,21.28,0.0000,0.0000,0.2364,5.0836,9.2213,6.2658,0.4729,0.0000
2018,68,3,9,0.00,35.47,18.07,28.87,1.63,20.33,0.0000,0.0000,0.2259,4.8566,8.8096,5.9861,0.4518,0.0000
2018,69,3,10,0.00,35.77,16.58,30.11,1.52,21.06,0.0000,0.0000,0.2340,5.0310,9.1259,6.2010,0.4680,0.0000
2018,70,3,11,0.00,36.34,17.77,33.94,1.49,21.05,0.0000,0.0000,0.2339,5.0286,9.1216,6.1981,0.4678,0.0000
2018,71,3,12,0.00,36.83,18.33,45.81,1.71,20.40,0.0000,0.0000,0.2267,4.8734,8.8399,6.0067,0.4533,0.0000
2018,72,3,13,0.02,37.29,20.81,43.54,1.58,20.19,0.0000,0.0000,0.2243,4.8232,8.7489,5.9449,0.4487,0.0000
2018,73,3,14,0.01,37.39,19.20,37.94,1.43,21.10,0.0000,0.0000,0.2344,5.0406,9.1433,6.2128,0.4689,0.0000
2018,74,3,15,0.02,37.98,19.45,42.63,1.38,20.62,0.0000,0.0000,0.2291,4.9259,8.9353,6.0715,0.4582,0.0000
2018,75,3,16,0.23,36.26,22.17,54.48,1.84,7.22,0.0000,0.0000,0.0802,1.7248,3.1286,2.1259,0.1604,0.0000
2018,76,3,17,0.58,37.09,23.40,45.13,2.11,20.53,0.0000,0.0000,0.2281,4.9044,8.8963,6.0450,0.4562,0.0000
2018,77,3,18,0.32,36.55,22.28,43.71,1.00,19.60,0.0000,0.0000,0.2178,4.6823,8.4933,5.7711,0.4356,0.0000
2018,78,3,19,0.50,37.75,20.24,34.71,1.37,21.83,0.0000,0.0000,0.2426,5.2150,9.4596,6.4277,0.4851,0.0000
2018,79,3,20,0.00,37.37,18.88,27.90,0.99,21.94,0.0000,0.0000,0.2438,5.2413,9.5073,6.4601,0.4876,0.0000
2018,80,3,21,0.00,37.39,20.36,33.92,0.98,21.58,0.0000,0.0000,0.2398,5.1553,9.3513,6.3541,0.4796,0.0000
2018,81,3,22,0.00,38.32,20.62,44.98,1.44,21.36,0.0000,0.0000,0.2373,5.1027,9.2559,6.2894,0.4747,0.0000
2018,82,3,23,0.48,37.45,23.85,52.66,2.07,19.22,0.0000,0.0000,0.2136,4.5915,8.3286,5.6592,0.4271,0.0000
2018,83,3,24,1.14,37.64,23.05,56.00,1.32,19.11,0.0000,0.0000,0.2123,4.5652,8.2810,5.6269,0.4247,0.0000
2018,84,3,25,0.33,37.89,23.65,49.53,1.26,19.48,0.0000,0.0000,0.2164,4.6536,8.4413,5.7358,0.4329,0.0000
2018,85,3,26,0.62,37.28,23.60,53.80,1.50,18.97,0.0000,0.0000,0.2108,4.5318,8.2203,5.5856,0.4216,0.0000
2018,86,3,27,0.14,38.12,23.24,49.17,1.50,18.38,0.0000,0.0000,0.2042,4.3908,7.9646,5.4119,0.4084,0.0000
2018,87,3,28,0.10,38.44,22.78,47.37,1.94,21.63,0.0000,0.0000,0.2403,5.1672,9.3729,6.3689,0.4807,0.0000
2018,88,3,29,0.10,37.60,23.16,55.46,2.61,19.46,0.0000,0.0000,0.2162,4.6488,8.4326,5.7299,0.4324,0.0000
2018,89,3,30,0.30,37.81,23.39,57.49,2.62,20.41,0.0000,0.0000,0.2268,4.8758,8.8443,6.0096,0.4536,0.0000
2018,90,3,31,4.35,34.15,23.02,67.24,1.57,19.59,0.0000,0.0000,0.2177,4.6799,8.4890,5.7682,0.4353,0.0000
2018,91,4,1,4.02,34.41,22.65,64.33,0.96,22.36,0.0000,0.0000,0.4757,5.7089,9.1581,6.4225,0.5947,0.0000
2018,92,4,2,2.65,30.20,22.54,68.23,1.29,11.18,0.0000,0.0000,0.2379,2.8545,4.5790,3.2113,0.2974,0.0000
2018,93,4,3,0.06,36.45,20.28,49.74,0.84,22.05,0.0000,0.0000,0.4691,5.6298,9.0311,6.3335,0.5865,0.0000
2018,94,4,4,0.02,37.33,21.89,49.29,1.51,22.50,0.0000,0.0000,0.4787,5.7446,9.2154,6.4627,0.5985,0.0000
2018,95,4,5,1.28,33.81,22.62,64.00,2.01,20.76,0.0000,0.0000,0.4417,5.3004,8.5028,5.9629,0.5522,0.0000
2018,96,4,6,6.47,34.41,22.77,67.33,1.20,20.12,0.0000,0.0000,0.4281,5.1370,8.2406,5.7791,0.5352,0.0000
2018,97,4,7,9.87,30.70,23.99,76.97,0.87,18.74,0.0000,0.0000,0.3987,4.7847,7.6754,5.3827,0.4985,0.0000
2018,98,4,8,12.55,31.44,23.38,76.30,1.15,22.21,0.0000,0.0000,0.4726,5.6706,9.0967,6.3794,0.5907,0.0000
2018,99,4,9,10.33,32.91,22.49,71.34,1.32,21.94,0.0000,0.0000,0.4668,5.6017,8.9861,6.3019,0.5836,0.0000
2018,100,4,10,5.64,34.09,23.04,67.12,1.59,19.14,0.0000,0.0000,0.4072,4.8868,7.8393,5.4976,0.5091,0.0000
2018,101,4,11,4.00,35.51,22.44,64.85,1.99,21.24,0.0000,0.0000,0.4519,5.4229,8.6994,6.1008,0.5649,0.0000
2018,102,4,12,11.46,36.31,22.68,64.11,1.82,22.06,0.0000,0.0000,0.4694,5.6323,9.0352,6.3363,0.5868,0.0000
2018,103,4,13,13.89,35.33,22.75,66.48,1.62,21.87,0.0000,0.0000,0.4653,5.5838,8.9574,6.2818,0.5817,0.0000
2018,104,4,14,17.94,36.13,23.56,66.86,1.73,22.54,0.0000,0.0000,0.4796,5.7549,9.2318,6.4742,0.5995,0.0000
2018,105,4,15,5.58,36.59,23.82,61.72,1.78,23.24,0.0000,0.0000,0.4945,5.9336,9.5185,6.6753,0.6181,0.0000
2018,106,4,16,3.57,37.24,22.48,62.11,1.19,23.50,0.0000,0.0000,0.5000,6.0000,9.6250,6.7500,0.6251,0.0000
2018,107,4,17,3.30,37.63,24.55,63.10,1.64,22.32,0.0000,0.0000,0.4749,5.6987,9.1417,6.4110,0.5937,0.0000
2018,108,4,18,7.61,35.83,24.36,69.14,1.83,20.78,0.0000,0.0000,0.4421,5.3055,8.5110,5.9687,0.5527,0.0000
2018,109,4,19,5.19,36.42,24.91,68.79,2.27,20.13,0.0000,0.0000,0.4283,5.1395,8.2447,5.7820,0.5354,0.0000
2018,110,4,20,2.00,37.04,24.63,68.87,2.67,21.21,0.0000,0.0000,0.4513,5.4153,8.6871,6.0922,0.5642,0.0000
2018,111,4,21,4.13,36.52,25.67,71.82,3.30,-99.00,0.0000,0.0000,-999,-999,-999,-999,-999,0.0000
2018,112,4,22,7.45,35.03,25.57,75.68,2.29,17.77,0.0000,0.0000,0.3781,4.5370,7.2781,5.1041,0.4727,0.0000
2018,113,4,23,4.36,36.32,25.02,68.59,1.36,21.66,0.0000,0.0000,0.4608,5.5302,8.8714,6.2215,0.5761,0.0000
2018,114,4,24,2.13,37.23,24.33,61.65,1.11,20.93,0.0000,0.0000,0.4453,5.3438,8.5724,6.0118,0.5567,0.0000
2018,115,4,25,0.29,36.66,23.63,65.05,2.07,22.20,0.0000,0.0000,0.4723,5.6681,9.0926,6.3766,0.5905,0.0000
2018,116,4,26,4.59,35.06,23.87,70.32,1.75,20.67,0.0000,0.0000,0.4398,5.2774,8.4659,5.9371,0.5498,0.0000
2018,117,4,27,7.65,33.59,24.20,71.06,1.07,23.78,0.0000,0.0000,0.5060,6.0715,9.7397,6.8304,0.6325,0.0000
2018,118,4,28,6.80,35.85,23.52,63.56,1.52,22.31,0.0000,0.0000,0.4747,5.6961,9.1376,6.4082,0.5934,0.0000
2018,119,4,29,4.57,35.66,23.94,67.83,2.65,18.83,0.0000,0.0000,0.4006,4.8076,7.7123,5.4086,0.5008,0.0000
2018,120,4,30,24.91,33.47,24.60,77.64,2.17,4.27,0.0000,0.0000,0.0909,1.0902,1.7489,1.2265,0.1136,0.0000
2018,121,5,1,14.00,32.69,24.34,77.05,0.94,18.43,0.0000,0.0000,0.6212,4.8663,7.3513,5.0734,0.5177,0.0000
2018,122,5,2,4.33,32.99,23.59,77.14,1.33,20.94,0.0000,0.0000,0.7058,5.5291,8.3524,5.7644,0.5883,0.0000
2018,123,5,3,6.75,32.52,23.92,76.08,1.04,22.32,0.0000,0.0000,0.7524,5.8935,8.9029,6.1443,0.6270,0.0000
2018,124,5,4,3.59,33.65,23.95,72.52,1.87,18.79,0.0000,0.0000,0.6334,4.9614,7.4949,5.1725,0.5279,0.0000
2018,125,5,5,8.57,35.12,24.63,75.28,2.86,21.21,0.0000,0.0000,0.7149,5.6004,8.4601,5.8387,0.5958,0.0000
2018,126,5,6,1.15,35.88,25.80,73.66,3.41,18.58,0.0000,0.0000,0.6263,4.9060,7.4111,5.1147,0.5220,0.0000
2018,127,5,7,0.21,36.27,26.12,72.78,3.29,14.57,0.0000,0.0000,0.4911,3.8471,5.8116,4.0108,0.4093,0.0000
2018,128,5,8,0.23,37.98,26.55,68.81,3.10,20.51,0.0000,0.0000,0.6913,5.4156,8.1809,5.6460,0.5762,0.0000
2018,129,5,9,1.52,37.38,26.33,70.54,2.79,18.50,0.0000,0.0000,0.6236,4.8848,7.3792,5.0927,0.5197,0.0000
2018,130,5,10,5.78,36.52,25.58,69.97,2.14,10.75,0.0000,0.0000,0.3624,2.8385,4.2879,2.9593,0.3020,0.0000
2018,131,5,11,16.63,34.79,25.11,75.06,1.58,21.60,0.0000,0.0000,0.7281,5.7034,8.6157,5.9461,0.6068,0.0000
2018,132,5,12,8.43,34.38,24.70,73.52,1.26,20.73,0.0000,0.0000,0.6988,5.4736,8.2687,5.7066,0.5824,0.0000
2018,133,5,13,17.89,33.00,24.90,80.14,1.83,8.72,0.0000,0.0000,0.2939,2.3025,3.4782,2.4004,0.2450,0.0000
2018,134,5,14,11.78,30.72,25.14,79.33,1.11,22.78,0.0000,0.0000,0.7679,6.0149,9.0864,6.2709,0.6399,0.0000
2018,135,5,15,5.43,33.52,24.00,74.03,1.93,22.33,0.0000,0.0000,0.7527,5.8961,8.9069,6.1470,0.6273,0.0000
2018,136,5,16,18.90,30.95,24.00,84.92,2.09,4.49,0.0000,0.0000,0.1513,1.1856,1.7909,1.2360,0.1261,0.0000
2018,137,5,17,7.85,32.93,24.09,78.77,1.18,23.36,0.0000,0.0000,0.7874,6.1681,9.3177,6.4306,0.6562,0.0000
2018,138,5,18,16.81,33.97,24.60,78.93,1.67,7.56,0.0000,0.0000,0.2548,1.9962,3.0155,2.0811,0.2124,0.0000
2018,139,5,19,23.56,34.20,25.23,79.10,1.70,23.23,0.0000,0.0000,0.7830,6.1338,9.2659,6.3948,0.6526,0.0000
2018,140,5,20,1.92,34.64,25.13,76.53,2.28,9.84,0.0000,0.0000,0.3317,2.5982,3.9249,2.7088,0.2764,0.0000
