,time,day,year,layer,phi_sn,phi_at,phi_ws,phi_e,T_w_t_1,H_t_1,phi_c,phi_net,H_t,T_w_t
"1",15,4,2017,1,3860.48330011452,1319.31676416974,1909.8753005937,37.2772743631058,39.1455048854375,82757.114410505,64.9885248968499,3167.65896443061,85924.7733749356,40.643860771222
"1",18,4,2017,1,-140.86252158668,1269.66874892094,1946.79333168445,33.3497296850539,40.643860771222,85924.7733749356,80.1832919886486,-931.520126023887,84993.2532489117,40.2032361082682
"1",21,4,2017,1,0,1202.13291381583,1935.88170876795,28.4134810998443,40.2032361082682,84993.2532489117,90.067690155268,-852.229966207229,84141.0232827045,39.8001170224553
"1",0,5,2017,1,0,1156.21634193714,1925.93911180587,25.3399579532258,39.8001170224553,84141.0232827045,96.7160763601423,-891.778804182097,83249.2444785224,39.3782906721227
"1",3,5,2017,1,0,1093.79382473129,1915.57617254452,21.4669618088101,39.3782906721227,83249.2444785224,106.693289877254,-949.942599499287,82299.3018790231,38.92895186984
"1",6,5,2017,1,-70.8893558187688,1046.43555796224,1904.58339905278,18.7810732398875,38.92895186984,82299.3018790231,114.061251677572,-1061.87952182676,81237.4223571963,38.4266650235005
"1",9,5,2017,1,2979.84335247349,1107.33764437886,1892.35136488978,22.274875035036,38.4266650235005,81237.4223571963,99.7482637846936,2072.80649314284,83310.2288503391,39.407137304124
"1",12,5,2017,1,6426.01052747921,1246.4076873877,1916.28350782994,31.621308336032,39.407137304124,83310.2288503391,78.6682097989042,5645.84518890203,88956.0740392411,42.0777168911345
"1",15,5,2017,1,3887.83370671943,1316.86889991382,1982.62083506158,37.1061009104636,42.0777168911345,88956.0740392411,78.7504664906741,3106.22520417053,92062.2992434116,43.5470135766372
"1",18,5,2017,1,-141.778711637538,1266.71124259101,2019.84457337823,33.1492371092204,43.5470135766372,92062.2992434116,93.9262657087597,-1021.98754524273,91040.3116981689,43.0635963051418
"1",21,5,2017,1,0,1198.51508052418,2007.54013973557,28.1837341014445,43.0635963051418,91040.3116981689,103.767232680934,-940.976025993767,90099.3356721751,42.6184988427061
"1",0,6,2017,1,0,1152.17237064115,1996.2608503082,21.180474317619,42.6184988427061,90099.3356721751,93.1236007180913,-958.392554702758,89140.9431174723,42.1651630697091
"1",3,6,2017,1,0,1089.20188261515,1984.82171730182,17.9031265447405,42.1651630697091,89140.9431174723,101.550532939902,-1015.07349417132,88125.869623301,41.6850162604806
"1",6,6,2017,1,-72.4466845019815,1033.94247400266,1972.75973808296,15.2942611395837,41.6850162604806,88125.869623301,109.043860924821,-1135.60207064669,86990.2675526543,41.1478574105006
"1",9,6,2017,1,2724.53264923071,1094.97242771307,1959.33078142715,18.1898478560552,41.1478574105006,86990.2675526543,96.7005446024677,1745.2839030581,88735.5514557124,41.9734060058122
"1",12,6,2017,1,5883.54971834288,1234.47572072409,1979.99788924159,25.9656891323403,41.9734060058122,88735.5514557124,78.0461379583545,5034.01572273468,93769.5671784471,44.3545799806586
"1",15,6,2017,1,3556.64963760031,1305.2250936158,2040.52564403662,30.5444707467338,44.3545799806586,93769.5671784471,76.8857024074961,2713.91891402526,96483.4860924724,45.6383092027854
"1",18,6,2017,1,-144.893369003963,1254.8578072508,2073.72720395176,27.2402102053547,45.6383092027854,96483.4860924724,89.0776096928703,-1080.08058560315,95403.4055068693,45.1274129476228
"1",21,6,2017,1,0,1186.4128435747,2060.46554676843,23.1014127042969,45.1274129476228,95403.4055068693,97.4049124911975,-994.559028389229,94408.8464784801,44.6569698252159
"1",0,7,2017,1,0,1139.92613085067,2048.3103038088,25.0473451311387,44.6569698252159,94408.8464784801,125.588331174896,-1059.01984926417,93349.8266292159,44.1560356520219
"1",3,7,2017,1,0,1076.79443386126,2035.42644276371,21.114573809637,44.1560356520219,93349.8266292159,135.800747563881,-1115.54733027597,92234.2792989399,43.6283630310235
"1",6,7,2017,1,-64.0637218897031,1025.09524071393,2021.92071010334,18.1889524506209,43.6283630310235,92234.2792989399,144.082093024155,-1223.16023675389,91011.119062186,43.0497876980797
"1",9,7,2017,1,2757.62796328741,1087.26177018887,2007.1894967841,21.7390028110043,43.0497876980797,91011.119062186,128.501891801125,1687.45934208005,92698.5784042661,43.8479843049806
"1",12,7,2017,1,5945.16786052052,1229.64470796412,2027.53370470106,31.3362464598887,43.8479843049806,92698.5784042661,104.926536537428,5011.01608078626,97709.5944850524,46.2182790629443
"1",15,7,2017,1,3597.51911017145,1301.99152400064,2088.85931916079,37.0212524800561,46.2182790629443,97709.5944850524,103.141119534233,2670.48894299701,100380.083428049,47.4814651794401
"1",18,7,2017,1,-128.127443779406,1250.47801018043,2122.10387392591,32.9165075457756,47.4814651794401,100380.083428049,118.153529129588,-1150.82334420025,99229.2600838487,46.9371064114528
"1",21,7,2017,1,0,1180.5476936572,2107.72914851751,27.7916858526937,46.9371064114528,99229.2600838487,128.480737381151,-1083.45387809415,98145.8062057545,46.424614532293
